Row,reno_cwnd,reno_cwnd_derivative,reno_cwnd_difference,cubic_cwnd,cubic_cwnd_derivative,cubic_cwnd_difference,yeah_cwnd,yeah_cwnd_derivative,yeah_cwnd_difference,vegas_cwnd,vegas_cwnd_derivative,vegas_cwnd_difference,reno_goodput,reno_goodput_derivative,reno_goodput_difference,cubic_goodput,cubic_goodput_derivative,cubic_goodput_difference,yeah_goodput,yeah_goodput_derivative,yeah_goodput_difference,vegas_goodput,vegas_goodput_derivative,vegas_goodput_difference,reno_rtt,reno_rtt_derivative,reno_rtt_difference,cubic_rtt,cubic_rtt_derivative,cubic_rtt_difference,yeah_rtt,yeah_rtt_derivative,yeah_rtt_difference,vegas_rtt,vegas_rtt_derivative,vegas_rtt_difference,reno_loss,reno_loss_derivative,reno_loss_difference,cubic_loss,cubic_loss_derivative,cubic_loss_difference,yeah_loss,yeah_loss_derivative,yeah_loss_difference,vegas_loss,vegas_loss_derivative,vegas_loss_difference
43,13.145,0.3056976744186046,0.0,51.0,1.186046511627907,-2.0,32.0,0.7441860465116279,1.0,19.467,0.4527209302325581,0.972999999999999,121,2.813953488372093,0,444,10.325581395348838,23,383,8.906976744186046,31,193,4.488372093023256,18,2.1,0.04883720930232558,0.0,2.101,0.04886046511627907,0.0,2.1,0.04883720930232558,0.0,2.1,0.04883720930232558,0.0,9,0.20930232558139536,0,39,0.9069767441860465,7,13,0.3023255813953488,0,1,0.023255813953488372,0
44,14.102,0.3205,0.9570000000000007,51.0,1.1590909090909092,0.0,32.0,0.7272727272727273,0.0,19.467,0.44243181818181815,0.0,134,3.0454545454545454,13,444,10.090909090909092,0,383,8.704545454545455,0,193,4.386363636363637,0,2.1,0.04772727272727273,0.0,2.101,0.04775,0.0,2.1,0.04772727272727273,0.0,2.1,0.04772727272727273,0.0,9,0.20454545454545456,0,39,0.8863636363636364,0,13,0.29545454545454547,0,1,0.022727272727272728,0
45,14.102,0.3133777777777778,0.0,51.0,1.1333333333333333,0.0,33.0,0.7333333333333333,1.0,20.443,0.4542888888888889,0.9760000000000026,134,2.977777777777778,0,472,10.488888888888889,28,415,9.222222222222221,32,212,4.711111111111111,19,2.1,0.04666666666666667,0.0,4.2,0.09333333333333334,2.099,2.1,0.04666666666666667,0.0,2.1,0.04666666666666667,0.0,9,0.2,0,43,0.9555555555555556,4,13,0.28888888888888886,0,1,0.022222222222222223,0
46,15.064,0.3274782608695652,0.9619999999999997,51.0,1.108695652173913,0.0,33.0,0.717391304347826,0.0,20.443,0.4444130434782609,0.0,148,3.217391304347826,14,472,10.26086956521739,0,415,9.021739130434783,0,212,4.608695652173913,0,2.1,0.04565217391304348,0.0,4.2,0.09130434782608696,0.0,2.1,0.04565217391304348,0.0,2.1,0.04565217391304348,0.0,9,0.1956521739130435,0,43,0.9347826086956522,0,13,0.2826086956521739,0,1,0.021739130434782608,0
47,15.064,0.32051063829787235,0.0,41.0,0.8723404255319149,-10.0,34.0,0.723404255319149,1.0,21.421,0.4557659574468085,0.977999999999998,148,3.148936170212766,0,538,11.446808510638299,66,448,9.53191489361702,33,232,4.9361702127659575,20,2.1,0.04468085106382979,0.0,4.2,0.08936170212765958,0.0,2.1,0.04468085106382979,0.0,2.1,0.04468085106382979,0.0,9,0.19148936170212766,0,43,0.9148936170212766,0,13,0.2765957446808511,0,1,0.02127659574468085,0
48,16.031,0.33397916666666666,0.9669999999999987,41.0,0.8541666666666666,0.0,34.0,0.7083333333333334,0.0,21.421,0.44627083333333334,0.0,163,3.3958333333333335,15,538,11.208333333333334,0,448,9.333333333333334,0,232,4.833333333333333,0,2.1,0.043750000000000004,0.0,4.2,0.08750000000000001,0.0,2.1,0.043750000000000004,0.0,2.1,0.043750000000000004,0.0,9,0.1875,0,43,0.8958333333333334,0,13,0.2708333333333333,0,1,0.020833333333333332,0
49,16.031,0.32716326530612244,0.0,41.0,0.8367346938775511,0.0,35.0,0.7142857142857143,1.0,22.402,0.45718367346938776,0.9810000000000016,163,3.326530612244898,0,595,12.142857142857142,57,482,9.83673469387755,34,253,5.163265306122449,21,2.1,0.04285714285714286,0.0,4.2,0.08571428571428572,0.0,2.1,0.04285714285714286,0.0,2.1,0.04285714285714286,0.0,9,0.1836734693877551,0,43,0.8775510204081632,0,13,0.2653061224489796,0,1,0.02040816326530612,0
50,17.001,0.34002000000000004,0.9700000000000024,41.0,0.82,0.0,35.0,0.7,0.0,22.402,0.44804,0.0,179,3.58,16,595,11.9,0,482,9.64,0,253,5.06,0,2.1,0.042,0.0,4.2,0.084,0.0,2.1,0.042,0.0,2.1,0.042,0.0,9,0.18,0,43,0.86,0,13,0.26,0,1,0.02,0
51,17.001,0.33335294117647063,0.0,44.0,0.8627450980392157,3.0,36.0,0.7058823529411765,1.0,23.384,0.45850980392156865,0.9819999999999993,179,3.5098039215686274,0,636,12.470588235294118,41,517,10.137254901960784,35,275,5.392156862745098,22,2.1,0.041176470588235294,0.0,2.1,0.041176470588235294,-2.1,2.101,0.041196078431372546,0.0009999999999998899,2.1,0.041176470588235294,0.0,9,0.17647058823529413,0,43,0.8431372549019608,0,13,0.2549019607843137,0,1,0.0196078431372549,0
52,17.975,0.34567307692307697,0.9740000000000002,44.0,0.8461538461538461,0.0,36.0,0.6923076923076923,0.0,23.384,0.4496923076923077,0.0,196,3.769230769230769,17,636,12.23076923076923,0,517,9.942307692307692,0,275,5.288461538461538,0,2.1,0.04038461538461539,0.0,2.1,0.04038461538461539,0.0,2.101,0.04040384615384615,0.0,2.1,0.04038461538461539,0.0,9,0.17307692307692307,0,43,0.8269230769230769,0,13,0.25,0,1,0.019230769230769232,0
53,17.975,0.3391509433962264,0.0,47.0,0.8867924528301887,3.0,37.0,0.6981132075471698,1.0,24.367,0.45975471698113207,0.9830000000000005,196,3.69811320754717,0,680,12.830188679245284,44,553,10.433962264150944,36,298,5.622641509433962,23,2.1,0.03962264150943397,0.0,2.1,0.03962264150943397,0.0,2.1,0.03962264150943397,-0.0009999999999998899,2.1,0.03962264150943397,0.0,9,0.16981132075471697,0,43,0.8113207547169812,0,13,0.24528301886792453,0,1,0.018867924528301886,0
54,18.899,0.3499814814814815,0.9239999999999995,47.0,0.8703703703703703,0.0,37.0,0.6851851851851852,0.0,24.367,0.4512407407407408,0.0,213,3.9444444444444446,17,680,12.592592592592593,0,553,10.24074074074074,0,298,5.518518518518518,0,2.1,0.03888888888888889,0.0,2.1,0.03888888888888889,0.0,2.1,0.03888888888888889,0.0,2.1,0.03888888888888889,0.0,9,0.16666666666666666,0,43,0.7962962962962963,0,13,0.24074074074074073,0,1,0.018518518518518517,0
55,18.899,0.3436181818181818,0.0,65.0,1.1818181818181819,18.0,38.0,0.6909090909090909,1.0,25.352,0.46094545454545455,0.9849999999999994,213,3.8727272727272726,0,727,13.218181818181819,47,590,10.727272727272727,37,322,5.8545454545454545,24,2.1,0.038181818181818185,0.0,2.101,0.0382,0.0009999999999998899,2.1,0.038181818181818185,0.0,2.1,0.038181818181818185,0.0,9,0.16363636363636364,0,43,0.7818181818181819,0,13,0.23636363636363636,0,1,0.01818181818181818,0
56,19.829,0.3540892857142857,0.9299999999999997,65.0,1.1607142857142858,0.0,38.0,0.6785714285714286,0.0,25.352,0.45271428571428574,0.0,231,4.125,18,727,12.982142857142858,0,590,10.535714285714286,0,322,5.75,0,2.1,0.0375,0.0,2.101,0.037517857142857144,0.0,2.1,0.0375,0.0,2.1,0.0375,0.0,9,0.16071428571428573,0,57,1.0178571428571428,14,13,0.23214285714285715,0,1,0.017857142857142856,0
57,19.829,0.3478771929824562,0.0,57.0,1.0,-8.0,39.0,0.6842105263157895,1.0,26.338,0.4620701754385965,0.9860000000000007,231,4.052631578947368,0,741,13.0,14,628,11.017543859649123,38,347,6.087719298245614,25,2.1,0.0368421052631579,0.0,2.101,0.036859649122807016,0.0,2.1,0.0368421052631579,0.0,2.1,0.0368421052631579,0.0,9,0.15789473684210525,0,57,1.0,0,13,0.22807017543859648,0,1,0.017543859649122806,0
58,19.829,0.3418793103448276,0.0,57.0,0.9827586206896551,0.0,39.0,0.6724137931034483,0.0,26.338,0.4541034482758621,0.0,231,3.9827586206896552,0,741,12.775862068965518,0,628,10.827586206896552,0,347,5.982758620689655,0,2.1,0.03620689655172414,0.0,2.101,0.03622413793103448,0.0,2.1,0.03620689655172414,0.0,2.1,0.03620689655172414,0.0,9,0.15517241379310345,0,61,1.0517241379310345,4,13,0.22413793103448276,0,1,0.017241379310344827,0
59,20.767,0.3519830508474576,0.9379999999999988,57.0,0.9661016949152542,0.0,40.0,0.6779661016949152,1.0,27.326,0.46315254237288134,0.9879999999999995,250,4.237288135593221,19,788,13.35593220338983,47,667,11.305084745762711,39,373,6.322033898305085,26,2.1,0.03559322033898305,0.0,4.201,0.07120338983050847,2.0999999999999996,2.1,0.03559322033898305,0.0,2.1,0.03559322033898305,0.0,9,0.15254237288135594,0,61,1.0338983050847457,0,13,0.22033898305084745,0,1,0.01694915254237288,0
60,20.767,0.3461166666666667,0.0,57.0,0.95,0.0,40.0,0.6666666666666666,0.0,27.326,0.45543333333333336,0.0,250,4.166666666666667,0,788,13.133333333333333,0,667,11.116666666666667,0,373,6.216666666666667,0,2.1,0.035,0.0,4.201,0.07001666666666666,0.0,2.1,0.035,0.0,2.1,0.035,0.0,9,0.15,0,61,1.0166666666666666,0,13,0.21666666666666667,0,1,0.016666666666666666,0
61,21.709,0.35588524590163934,0.9420000000000002,45.0,0.7377049180327869,-12.0,41.0,0.6721311475409836,1.0,28.314,0.4641639344262295,0.9879999999999995,270,4.426229508196721,20,832,13.639344262295081,44,707,11.59016393442623,40,400,6.557377049180328,27,2.1,0.03442622950819672,0.0,4.201,0.06886885245901639,0.0,2.1,0.03442622950819672,0.0,2.1,0.03442622950819672,0.0,9,0.14754098360655737,0,61,1.0,0,13,0.21311475409836064,0,1,0.01639344262295082,0
62,21.709,0.3501451612903226,0.0,45.0,0.7258064516129032,0.0,41.0,0.6612903225806451,0.0,28.314,0.4566774193548387,0.0,270,4.354838709677419,0,832,13.419354838709678,0,707,11.403225806451612,0,400,6.451612903225806,0,2.1,0.03387096774193549,0.0,4.201,0.06775806451612902,0.0,2.1,0.03387096774193549,0.0,2.1,0.03387096774193549,0.0,9,0.14516129032258066,0,61,0.9838709677419355,0,13,0.20967741935483872,0,1,0.016129032258064516,0
63,22.657,0.35963492063492064,0.9480000000000004,45.0,0.7142857142857143,0.0,41.0,0.6507936507936508,0.0,28.314,0.44942857142857146,0.0,291,4.619047619047619,21,832,13.206349206349206,0,707,11.222222222222221,0,400,6.349206349206349,0,2.1,0.03333333333333333,0.0,4.201,0.06668253968253968,0.0,2.1,0.03333333333333333,0.0,2.1,0.03333333333333333,0.0,9,0.14285714285714285,0,61,0.9682539682539683,0,13,0.20634920634920634,0,1,0.015873015873015872,0
64,22.657,0.354015625,0.0,46.0,0.71875,1.0,42.0,0.65625,1.0,29.303,0.457859375,0.9890000000000008,291,4.546875,0,931,14.546875,99,748,11.6875,41,428,6.6875,28,2.1,0.0328125,0.0,4.196,0.0655625,-0.004999999999999893,2.1,0.0328125,0.0,2.1,0.0328125,0.0,9,0.140625,0,61,0.953125,0,13,0.203125,0,1,0.015625,0
65,23.609,0.36321538461538466,0.9520000000000017,46.0,0.7076923076923077,0.0,42.0,0.6461538461538462,0.0,29.303,0.4508153846153846,0.0,313,4.815384615384615,22,931,14.323076923076924,0,748,11.507692307692308,0,428,6.584615384615384,0,2.1,0.03230769230769231,0.0,4.196,0.06455384615384616,0.0,2.1,0.03230769230769231,0.0,2.1,0.03230769230769231,0.0,9,0.13846153846153847,0,61,0.9384615384615385,0,13,0.2,0,1,0.015384615384615385,0
66,23.609,0.35771212121212126,0.0,50.0,0.7575757575757576,4.0,42.0,0.6363636363636364,0.0,30.292,0.45896969696969697,0.9890000000000008,313,4.742424242424242,0,977,14.803030303030303,46,790,11.969696969696969,42,457,6.924242424242424,29,2.1,0.03181818181818182,0.0,2.1,0.03181818181818182,-2.0959999999999996,2.1,0.03181818181818182,0.0,2.1,0.03181818181818182,0.0,9,0.13636363636363635,0,61,0.9242424242424242,0,13,0.19696969696969696,0,1,0.015151515151515152,0
67,24.565,0.3666417910447761,0.9559999999999995,50.0,0.746268656716418,0.0,42.0,0.6268656716417911,0.0,30.292,0.45211940298507464,0.0,336,5.014925373134329,23,977,14.582089552238806,0,790,11.791044776119403,0,457,6.82089552238806,0,2.1,0.03134328358208956,0.0,2.1,0.03134328358208956,0.0,2.1,0.03134328358208956,0.0,2.1,0.03134328358208956,0.0,9,0.13432835820895522,0,61,0.9104477611940298,0,13,0.19402985074626866,0,1,0.014925373134328358,0
68,24.565,0.36125,0.0,53.0,0.7794117647058824,3.0,43.0,0.6323529411764706,1.0,31.283,0.4600441176470588,0.9909999999999997,336,4.9411764705882355,0,1027,15.102941176470589,50,832,12.235294117647058,42,487,7.161764705882353,30,2.1,0.030882352941176472,0.0,2.1,0.030882352941176472,0.0,2.1,0.030882352941176472,0.0,2.1,0.030882352941176472,0.0,9,0.1323529411764706,0,61,0.8970588235294118,0,13,0.19117647058823528,0,1,0.014705882352941176,0
69,25.524,0.3699130434782609,0.9589999999999996,53.0,0.7681159420289855,0.0,43.0,0.6231884057971014,0.0,31.283,0.4533768115942029,0.0,360,5.217391304347826,24,1027,14.884057971014492,0,832,12.057971014492754,0,487,7.057971014492754,0,2.1,0.030434782608695653,0.0,2.1,0.030434782608695653,0.0,2.1,0.030434782608695653,0.0,2.1,0.030434782608695653,0.0,9,0.13043478260869565,0,61,0.8840579710144928,0,13,0.18840579710144928,0,1,0.014492753623188406,0
70,25.524,0.36462857142857147,0.0,70.0,1.0,17.0,44.0,0.6285714285714286,1.0,32.274,0.4610571428571429,0.9909999999999997,360,5.142857142857143,0,1080,15.428571428571429,53,875,12.5,43,518,7.4,31,2.1,0.030000000000000002,0.0,2.1,0.030000000000000002,0.0,2.1,0.030000000000000002,0.0,2.1,0.030000000000000002,0.0,9,0.12857142857142856,0,73,1.042857142857143,12,13,0.18571428571428572,0,1,0.014285714285714285,0
71,26.486,0.37304225352112674,0.9619999999999997,70.0,0.9859154929577465,0.0,44.0,0.6197183098591549,0.0,32.274,0.45456338028169013,0.0,385,5.422535211267606,25,1080,15.211267605633802,0,875,12.32394366197183,0,518,7.295774647887324,0,2.1,0.029577464788732397,0.0,2.1,0.029577464788732397,0.0,2.1,0.029577464788732397,0.0,2.1,0.029577464788732397,0.0,9,0.1267605633802817,0,73,1.028169014084507,0,13,0.18309859154929578,0,1,0.014084507042253521,0
72,26.486,0.36786111111111114,0.0,61.0,0.8472222222222222,-9.0,45.0,0.625,1.0,33.265,0.4620138888888889,0.9909999999999997,385,5.347222222222222,0,1094,15.194444444444445,14,919,12.76388888888889,44,550,7.638888888888889,32,2.1,0.029166666666666667,0.0,2.1,0.029166666666666667,0.0,2.101,0.029180555555555557,0.0009999999999998899,2.1,0.029166666666666667,0.0,9,0.125,0,76,1.0555555555555556,3,13,0.18055555555555555,0,1,0.013888888888888888,0
73,27.45,0.37602739726027395,0.9639999999999986,61.0,0.8356164383561644,0.0,45.0,0.6164383561643836,0.0,33.265,0.4556849315068493,0.0,411,5.63013698630137,26,1094,14.986301369863014,0,919,12.58904109589041,0,550,7.534246575342466,0,2.1,0.028767123287671233,0.0,2.1,0.028767123287671233,0.0,2.101,0.02878082191780822,0.0,2.1,0.028767123287671233,0.0,9,0.1232876712328767,0,76,1.0410958904109588,0,13,0.1780821917808219,0,1,0.0136986301369863,0
74,27.45,0.37094594594594593,0.0,61.0,0.8243243243243243,0.0,46.0,0.6216216216216216,1.0,34.257,0.46293243243243243,0.9919999999999973,411,5.554054054054054,0,1164,15.72972972972973,70,964,13.027027027027026,45,583,7.878378378378378,33,2.1,0.02837837837837838,0.0,2.105,0.028445945945945947,0.004999999999999893,2.1,0.02837837837837838,-0.0009999999999998899,2.1,0.02837837837837838,0.0,9,0.12162162162162163,0,76,1.027027027027027,0,13,0.17567567567567569,0,1,0.013513513513513514,0
75,28.418,0.37890666666666667,0.968,61.0,0.8133333333333334,0.0,46.0,0.6133333333333333,0.0,34.257,0.45676,0.0,438,5.84,27,1164,15.52,0,964,12.853333333333333,0,583,7.773333333333333,0,2.1,0.028,0.0,2.105,0.028066666666666667,0.0,2.1,0.028,0.0,2.1,0.028,0.0,9,0.12,0,76,1.0133333333333334,0,13,0.17333333333333334,0,1,0.013333333333333334,0
76,28.418,0.37392105263157893,0.0,62.0,0.8157894736842105,1.0,47.0,0.618421052631579,1.0,35.25,0.46381578947368424,0.9930000000000021,438,5.7631578947368425,0,1257,16.539473684210527,93,1010,13.289473684210526,46,617,8.118421052631579,34,2.1,0.027631578947368424,0.0,2.1,0.027631578947368424,-0.004999999999999893,2.1,0.027631578947368424,0.0,2.1,0.027631578947368424,0.0,9,0.11842105263157894,0,76,1.0,0,13,0.17105263157894737,0,1,0.013157894736842105,0
77,29.387,0.3816493506493507,0.9690000000000012,62.0,0.8051948051948052,0.0,47.0,0.6103896103896104,0.0,35.25,0.4577922077922078,0.0,466,6.0519480519480515,28,1257,16.324675324675326,0,1010,13.116883116883116,0,617,8.012987012987013,0,2.1,0.027272727272727275,0.0,2.1,0.027272727272727275,0.0,2.1,0.027272727272727275,0.0,2.1,0.027272727272727275,0.0,9,0.11688311688311688,0,76,0.987012987012987,0,13,0.16883116883116883,0,1,0.012987012987012988,0
78,29.387,0.37675641025641027,0.0,74.0,0.9487179487179487,12.0,48.0,0.6153846153846154,1.0,36.243,0.4646538461538462,0.9930000000000021,466,5.9743589743589745,0,1319,16.91025641025641,62,1057,13.551282051282051,47,652,8.35897435897436,35,2.1,0.026923076923076925,0.0,2.1,0.026923076923076925,0.0,2.1,0.026923076923076925,0.0,2.1,0.026923076923076925,0.0,9,0.11538461538461539,0,76,0.9743589743589743,0,13,0.16666666666666666,0,1,0.01282051282051282,0
79,29.387,0.3719873417721519,0.0,74.0,0.9367088607594937,0.0,48.0,0.6075949367088608,0.0,36.243,0.4587721518987342,0.0,466,5.89873417721519,0,1319,16.696202531645568,0,1057,13.379746835443038,0,652,8.253164556962025,0,2.1,0.026582278481012658,0.0,2.1,0.026582278481012658,0.0,2.1,0.026582278481012658,0.0,2.1,0.026582278481012658,0.0,9,0.11392405063291139,0,84,1.0632911392405062,8,13,0.16455696202531644,0,1,0.012658227848101266,0
80,30.358,0.379475,0.9710000000000001,59.0,0.7375,-15.0,49.0,0.6125,1.0,37.236,0.46545,0.992999999999995,495,6.1875,29,1338,16.725,19,1105,13.8125,48,688,8.6,36,2.1,0.026250000000000002,0.0,2.1,0.026250000000000002,0.0,2.1,0.026250000000000002,0.0,2.1,0.026250000000000002,0.0,9,0.1125,0,84,1.05,0,13,0.1625,0,1,0.0125,0
81,30.358,0.37479012345679014,0.0,59.0,0.7283950617283951,0.0,49.0,0.6049382716049383,0.0,37.236,0.45970370370370367,0.0,495,6.111111111111111,0,1338,16.51851851851852,0,1105,13.641975308641975,0,688,8.493827160493828,0,2.1,0.02592592592592593,0.0,2.1,0.02592592592592593,0.0,2.1,0.02592592592592593,0.0,2.1,0.02592592592592593,0.0,9,0.1111111111111111,0,84,1.037037037037037,0,13,0.16049382716049382,0,1,0.012345679012345678,0
82,31.331,0.38208536585365854,0.972999999999999,60.0,0.7317073170731707,1.0,50.0,0.6097560975609756,1.0,38.23,0.4662195121951219,0.9939999999999998,525,6.402439024390244,30,1444,17.609756097560975,106,1154,14.073170731707316,49,725,8.841463414634147,37,2.1,0.025609756097560978,0.0,4.2,0.051219512195121955,2.1,2.1,0.025609756097560978,0.0,2.11,0.02573170731707317,0.009999999999999787,9,0.10975609756097561,0,84,1.024390243902439,0,13,0.15853658536585366,0,1,0.012195121951219513,0
83,31.331,0.3774819277108434,0.0,60.0,0.7228915662650602,0.0,50.0,0.6024096385542169,0.0,38.23,0.4606024096385542,0.0,525,6.325301204819277,0,1444,17.397590361445783,0,1154,13.903614457831326,0,725,8.734939759036145,0,2.1,0.02530120481927711,0.0,4.2,0.05060240963855422,0.0,2.1,0.02530120481927711,0.0,2.11,0.02542168674698795,0.0,9,0.10843373493975904,0,84,1.0120481927710843,0,13,0.1566265060240964,0,1,0.012048192771084338,0
84,32.306,0.38459523809523805,0.9749999999999979,60.0,0.7142857142857143,0.0,50.0,0.5952380952380952,0.0,38.23,0.4551190476190476,0.0,556,6.619047619047619,31,1444,17.19047619047619,0,1154,13.738095238095237,0,725,8.630952380952381,0,2.1,0.025,0.0,4.2,0.05,0.0,2.1,0.025,0.0,2.11,0.025119047619047617,0.0,9,0.10714285714285714,0,84,1.0,0,13,0.15476190476190477,0,1,0.011904761904761904,0
85,32.306,0.3800705882352941,0.0,61.0,0.7176470588235294,1.0,51.0,0.6,1.0,39.224,0.4614588235294117,0.9939999999999998,556,6.541176470588235,0,1504,17.694117647058825,60,1204,14.16470588235294,50,763,8.976470588235294,38,2.1,0.024705882352941178,0.0,2.1,0.024705882352941178,-2.1,2.1,0.024705882352941178,0.0,2.1,0.024705882352941178,-0.009999999999999787,9,0.10588235294117647,0,84,0.9882352941176471,0,13,0.15294117647058825,0,1,0.011764705882352941,0
86,33.282,0.38699999999999996,0.9759999999999991,61.0,0.7093023255813954,0.0,51.0,0.5930232558139535,0.0,39.224,0.4560930232558139,0.0,588,6.837209302325581,32,1504,17.488372093023255,0,1204,14.0,0,763,8.872093023255815,0,2.1,0.02441860465116279,0.0,2.1,0.02441860465116279,0.0,2.1,0.02441860465116279,0.0,2.1,0.02441860465116279,0.0,9,0.10465116279069768,0,84,0.9767441860465116,0,13,0.1511627906976744,0,1,0.011627906976744186,0
87,33.282,0.382551724137931,0.0,66.0,0.7586206896551724,5.0,52.0,0.5977011494252874,1.0,40.218,0.46227586206896554,0.9940000000000069,588,6.758620689655173,0,1565,17.988505747126435,61,1255,14.425287356321839,51,802,9.218390804597702,39,2.1,0.02413793103448276,0.0,2.1,0.02413793103448276,0.0,2.1,0.02413793103448276,0.0,2.1,0.02413793103448276,0.0,9,0.10344827586206896,0,84,0.9655172413793104,0,13,0.14942528735632185,0,1,0.011494252873563218,0
88,34.26,0.3893181818181818,0.9780000000000015,66.0,0.75,0.0,52.0,0.5909090909090909,0.0,40.218,0.4570227272727273,0.0,621,7.056818181818182,33,1565,17.78409090909091,0,1255,14.261363636363637,0,802,9.113636363636363,0,2.1,0.023863636363636365,0.0,2.1,0.023863636363636365,0.0,2.1,0.023863636363636365,0.0,2.1,0.023863636363636365,0.0,9,0.10227272727272728,0,84,0.9545454545454546,0,13,0.14772727272727273,0,1,0.011363636363636364,0
89,34.26,0.38494382022471907,0.0,68.0,0.7640449438202247,2.0,53.0,0.5955056179775281,1.0,41.212,0.46305617977528096,0.9939999999999998,621,6.977528089887641,0,1631,18.325842696629213,66,1307,14.685393258426966,52,842,9.460674157303371,40,2.1,0.02359550561797753,0.0,2.1,0.02359550561797753,0.0,2.101,0.023606741573033708,0.0009999999999998899,2.1,0.02359550561797753,0.0,9,0.10112359550561797,0,84,0.9438202247191011,0,13,0.14606741573033707,0,1,0.011235955056179775,0
90,35.239,0.3915444444444444,0.9789999999999992,68.0,0.7555555555555555,0.0,53.0,0.5888888888888889,0.0,41.212,0.45791111111111116,0.0,655,7.277777777777778,34,1631,18.122222222222224,0,1307,14.522222222222222,0,842,9.355555555555556,0,2.1,0.023333333333333334,0.0,2.1,0.023333333333333334,0.0,2.101,0.023344444444444445,0.0,2.1,0.023333333333333334,0.0,9,0.1,0,84,0.9333333333333333,0,13,0.14444444444444443,0,1,0.011111111111111112,0
91,35.239,0.3872417582417582,0.0,83.0,0.9120879120879121,15.0,54.0,0.5934065934065934,1.0,42.207,0.46381318681318684,0.9949999999999974,655,7.197802197802198,0,1699,18.67032967032967,68,1360,14.945054945054945,53,883,9.703296703296703,41,2.1,0.023076923076923078,0.0,2.101,0.023087912087912086,0.0009999999999998899,2.1,0.023076923076923078,-0.0009999999999998899,2.1,0.023076923076923078,0.0,9,0.0989010989010989,0,91,1.0,7,13,0.14285714285714285,0,1,0.01098901098901099,0
92,36.219,0.39368478260869566,0.980000000000004,83.0,0.9021739130434783,0.0,54.0,0.5869565217391305,0.0,42.207,0.4587717391304348,0.0,690,7.5,35,1699,18.467391304347824,0,1360,14.782608695652174,0,883,9.597826086956522,0,2.1,0.02282608695652174,0.0,2.101,0.02283695652173913,0.0,2.1,0.02282608695652174,0.0,2.1,0.02282608695652174,0.0,9,0.09782608695652174,0,91,0.9891304347826086,0,13,0.14130434782608695,0,1,0.010869565217391304,0
93,36.219,0.38945161290322583,0.0,73.0,0.7849462365591398,-10.0,55.0,0.5913978494623656,1.0,43.202,0.46453763440860213,0.9949999999999974,690,7.419354838709677,0,1716,18.451612903225808,17,1414,15.204301075268818,54,925,9.946236559139784,42,2.1,0.022580645161290325,0.0,2.101,0.022591397849462364,0.0,2.1,0.022580645161290325,0.0,2.1,0.022580645161290325,0.0,9,0.0967741935483871,0,95,1.021505376344086,4,13,0.13978494623655913,0,1,0.010752688172043012,0
94,37.2,0.39574468085106385,0.9810000000000016,73.0,0.776595744680851,0.0,55.0,0.5851063829787234,0.0,43.202,0.45959574468085107,0.0,726,7.723404255319149,36,1716,18.25531914893617,0,1414,15.042553191489361,0,925,9.840425531914894,0,2.1,0.022340425531914895,0.0,2.101,0.022351063829787233,0.0,2.1,0.022340425531914895,0.0,2.1,0.022340425531914895,0.0,9,0.09574468085106383,0,95,1.0106382978723405,0,13,0.13829787234042554,0,1,0.010638297872340425,0
95,37.2,0.3915789473684211,0.0,73.0,0.7684210526315789,0.0,56.0,0.5894736842105263,1.0,44.198,0.4652421052631579,0.9960000000000022,726,7.6421052631578945,0,1796,18.905263157894737,80,1469,15.463157894736842,55,968,10.189473684210526,43,2.1,0.02210526315789474,0.0,4.199,0.044199999999999996,2.098,2.1,0.02210526315789474,0.0,2.1,0.02210526315789474,0.0,9,0.09473684210526316,0,95,1.0,0,13,0.1368421052631579,0,1,0.010526315789473684,0
96,38.182,0.3977291666666667,0.9819999999999993,73.0,0.7604166666666666,0.0,56.0,0.5833333333333334,0.0,44.198,0.46039583333333334,0.0,763,7.947916666666667,37,1796,18.708333333333332,0,1469,15.302083333333334,0,968,10.083333333333334,0,2.1,0.021875000000000002,0.0,4.199,0.04373958333333333,0.0,2.1,0.021875000000000002,0.0,2.1,0.021875000000000002,0.0,9,0.09375,0,95,0.9895833333333334,0,13,0.13541666666666666,0,1,0.010416666666666666,0
97,38.182,0.39362886597938146,0.0,75.0,0.7731958762886598,2.0,57.0,0.5876288659793815,1.0,45.193,0.46590721649484534,0.9949999999999974,763,7.865979381443299,0,1917,19.762886597938145,121,1525,15.721649484536082,56,1012,10.43298969072165,44,2.1,0.021649484536082474,0.0,2.1,0.021649484536082474,-2.0989999999999998,2.1,0.021649484536082474,0.0,2.1,0.021649484536082474,0.0,9,0.09278350515463918,0,95,0.979381443298969,0,13,0.13402061855670103,0,1,0.010309278350515464,0
98,39.165,0.39964285714285713,0.982999999999997,75.0,0.7653061224489796,0.0,57.0,0.5816326530612245,0.0,45.193,0.4611530612244898,0.0,801,8.173469387755102,38,1917,19.56122448979592,0,1525,15.561224489795919,0,1012,10.326530612244898,0,2.1,0.02142857142857143,0.0,2.1,0.02142857142857143,0.0,2.1,0.02142857142857143,0.0,2.1,0.02142857142857143,0.0,9,0.09183673469387756,0,95,0.9693877551020408,0,13,0.1326530612244898,0,1,0.01020408163265306,0
